old_android_key,android_key,en_value,ios_key,ios_en_value,confidence,status,candidates,manual_target
vote_proposal_detail_unanswered_message_plural,coinVote_proposalDetail_skippedMessageMultiple,You have not responded to %1$d questions. Confirm to skip these questions or go back to respond.,coinVote.proposalDetail.skippedMessageMultiple,You have not responded to %@ questions. Confirm to skip these questions or go back to respond.,1.00,MIGRATED_P1,,
vote_proposal_detail_unanswered_message_singular,coinVote_proposalDetail_skippedMessageSingle,You have not responded to 1 question. Confirm to skip this question or go back to respond.,coinVote.proposalDetail.skippedMessageSingle,You have not responded to %@ question. Confirm to skip this question or go back to respond.,1.00,MIGRATED_P1,,
vote_proposal_detail_unanswered_title,coinVote_proposalDetail_unansweredTitle,Unanswered Questions,coinVote.proposalDetail.unansweredTitle,Unanswered Questions,1.00,MIGRATED_P1,,
vote_proposal_detail_forum_link,coinVote_proposalDetail_viewForumDiscussion,View Forum Discussion,coinVote.proposalDetail.viewForumDiscussion,View Forum Discussion,1.00,MIGRATED_P1,,
vote_proposal_list_confirm_submit,coinVote_proposalList_ctaConfirmSubmit,Confirm & Submit,coinVote.proposalList.ctaConfirmSubmit,Confirm & Submit,1.00,MIGRATED_P2,,
vote_proposal_list_continue_voting,coinVote_proposalList_ctaContinueVoting,Continue Voting,coinVote.proposalList.ctaContinueVoting,Continue Voting,1.00,MIGRATED_P1,,
vote_poll_card_view_votes,coinVote_proposalList_ctaReviewAnswers,Review,coinVote.proposalList.ctaReviewAnswers,Review Answers,1.00,MIGRATED_P1,,
vote_proposal_list_start_voting,coinVote_proposalList_ctaStartVoting,Start Voting,coinVote.proposalList.ctaStartVoting,Start Voting,1.00,MIGRATED_P1,,
vote_proposal_list_ends,coinVote_proposalList_headerEndsAt,Ends %1$s,coinVote.proposalList.headerEndsAt,Ends %@,1.00,MIGRATED_P1,,
vote_proposal_list_review_title,coinVote_proposalList_reviewSubtitle,"Tap on the question to edit any of your answers. After you review your answers, tap on Confirm & Submit.",coinVote.proposalList.reviewSubtitle,"Tap on the question to edit any of your answers. After you review your answers, tap on Confirm & Submit.",1.00,MIGRATED_P1,,
vote_proposal_list_review_submit,coinVote_proposalList_reviewTitle,Review and submit vote,coinVote.proposalList.reviewTitle,Review and submit vote,1.00,MIGRATED_P1,,
vote_proposal_detail_forum_discussions,coinVote_proposalList_viewForumDiscussions,View Forum Discussions,coinVote.proposalList.viewForumDiscussions,View Forum Discussions,1.00,MIGRATED_P1,,
vote_proposal_list_voting_power,coinVote_proposalList_votingPower,Voting Power %1$s,coinVote.proposalList.votingPower,Voting power: %@,1.00,MIGRATED_P1,,
vote_proposal_list_review_subtitle,coinVote_proposalList_yourVote,Your vote:,coinVote.proposalList.yourVote,Your vote:,1.00,MIGRATED_P1,,
vote_error_results_unavailable_title,coinVote_results_loadErrorTitle,Couldn\'t load results,coinVote.results.loadErrorTitle,Couldn't load results,1.00,MIGRATED_P1,,
vote_results_meta_line,coinVote_results_metaLine,%1$s  •  %2$s,coinVote.results.metaLine,Voted %@  ·  Voting Power %@ ZEC,1.00,MIGRATED_P1,,
vote_confirm_status_authorizing_percent,coinVote_results_percentValue,%1$d%%,coinVote.results.percentValue,%@%%,1.00,MIGRATED_P1,,
vote_results_title,coinVote_results_title,Results,coinVote.results.title,Results,1.00,MIGRATED_P1,,
vote_results_total_zec,coinVote_results_total,Total: %1$.3f ZEC,coinVote.results.total,Total: %@,1.00,MIGRATED_P1,,
vote_results_voted_option,coinVote_results_votedLine,Voted: %1$s,coinVote.results.votedLine,Voted: %@,1.00,MIGRATED_P1,,
vote_confirm_status_authorizing | vote_confirm_title_authorizing,coinVote_store_submissionAuthorizingVote,Authorizing vote...,coinVote.store.submissionAuthorizingVote,Authorizing vote...,1.00,MIGRATED_P2,,
vote_error_mapper_commitment_tree_not_grown,coinVote_store_userError_commitmentTreeNotGrown,Your transaction hasn\'t been confirmed yet. The network may be congested — please wait a moment and try again.,coinVote.store.userError.commitmentTreeNotGrown,Your transaction hasn't been confirmed yet. The network may be congested — please wait a moment and try again.,1.00,MIGRATED_P1,,
vote_error_mapper_http_5,coinVote_store_userError_http5,The voting server is temporarily unavailable. Please try again shortly.,coinVote.store.userError.http5,The voting server is temporarily unavailable. Please try again shortly.,1.00,MIGRATED_P1,,
vote_error_mapper_invalid_anchor_height,coinVote_store_userError_invalidAnchorHeight,The voting state is out of sync. Please retry to use the latest data.,coinVote.store.userError.invalidAnchorHeight,The voting state is out of sync. Please retry to use the latest data.,1.00,MIGRATED_P1,,
vote_error_mapper_invalid_proof,coinVote_store_userError_invalidProof,Your proof was rejected by the network. Please try again.,coinVote.store.userError.invalidProof,Your proof was rejected by the network. Please try again.,1.00,MIGRATED_P1,,
vote_error_mapper_lightwalletd_unavailable,coinVote_store_userError_lightwalletdUnavailable,Unable to reach the Zcash lightwalletd server. Please check your internet connection or try switching to a different server in Settings.,coinVote.store.userError.lightwalletdUnavailable,Unable to reach the Zcash lightwalletd server. Please check your internet connection or try switching to a different server in Settings.,1.00,MIGRATED_P1,,
vote_error_mapper_no_reachable_vote_servers,coinVote_store_userError_noReachableVoteServers,Unable to reach any vote server. Please check your internet connection and try again.,coinVote.store.userError.noReachableVoteServers,Unable to reach any vote server. Please check your internet connection and try again.,1.00,MIGRATED_P1,,
vote_error_mapper_no_tree_state,coinVote_store_userError_noTreeState,The voting commitment tree is not available yet. The voting round may not have started or the chain has not processed any commitments.,coinVote.store.userError.noTreeState,The voting commitment tree is not available yet. The voting round may not have started or the chain has not processed any commitments.,1.00,MIGRATED_P1,,
vote_error_mapper_nullifier_spent,coinVote_store_userError_nullifierAlreadySpent,"This wallet has already been registered for this voting round. If you have this wallet on multiple devices, please use the device where you originally started the voting process.",coinVote.store.userError.nullifierAlreadySpent,"This wallet has already been registered for this voting round. If you have this wallet on multiple devices, please use the device where you originally started the voting process.",1.00,MIGRATED_P1,,
vote_error_mapper_pir_endpoints_missing,coinVote_store_userError_pirEndpointsMissing,The voting configuration is missing nullifier-service endpoints. Please update the app and try again.,coinVote.store.userError.pirEndpointsMissing,The voting configuration is missing nullifier-service endpoints. Please update the app and try again.,1.00,MIGRATED_P1,,
vote_error_mapper_pir_invalid_proof,coinVote_store_userError_pirInvalidProofData,The nullifier service returned invalid proof data. Please try again in a few minutes.,coinVote.store.userError.pirInvalidProofData,The nullifier service returned invalid proof data. Please try again in a few minutes.,1.00,MIGRATED_P1,,
vote_error_mapper_pir_snapshot_mismatch,coinVote_store_userError_pirSnapshotMismatch,The nullifier service is out of sync with the round\'s snapshot. Voting cannot proceed until a PIR server reports the matching snapshot. Please try again in a few minutes.,coinVote.store.userError.pirSnapshotMismatch,The nullifier service is out of sync with the round's snapshot. Voting cannot proceed until a PIR server reports the matching snapshot. Please try again in a few minutes.,1.00,MIGRATED_P1,,
vote_error_mapper_pir_unavailable,coinVote_store_userError_pirUnavailable,Unable to reach the nullifier service. Please check your internet connection and try again.,coinVote.store.userError.pirUnavailable,Unable to reach the nullifier service. Please check your internet connection and try again.,1.00,MIGRATED_P1,,
vote_error_mapper_proof_generation_failed,coinVote_store_userError_proofGenerationFailed,Proof generation failed. Please try again.,coinVote.store.userError.proofGenerationFailed,Proof generation failed. Please try again.,1.00,MIGRATED_P1,,
vote_error_mapper_round_closed,coinVote_store_userError_roundNotActive,This voting round is no longer accepting votes. It may have ended or is not yet open.,coinVote.store.userError.roundNotActive,This voting round is no longer accepting votes. It may have ended or is not yet open.,1.00,MIGRATED_P1,,
vote_error_mapper_round_not_found,coinVote_store_userError_roundNotFound,This voting round could not be found on the network.,coinVote.store.userError.roundNotFound,This voting round could not be found on the network.,1.00,MIGRATED_P1,,
vote_confirm_cta_submitting_generic,coinVote_submission_continuedProcessingTitle,Submitting votes,coinVote.submission.continuedProcessingTitle,Submitting votes,1.00,MIGRATED_P1,,
vote_tallying_description,coinVote_tallying_bodyInProgress,Results are being tallied. The election authority is decrypting the aggregate vote totals.,coinVote.tallying.bodyInProgress,Voting has closed. Final results will appear here once the helpers finish tallying.,1.00,MIGRATED_P1,,
vote_proposal_list_time_ended | vote_tallying_detail_ended,coinVote_tallying_detailEnded,Ended,coinVote.tallying.detailEnded,Ended,1.00,MIGRATED_P2,,
vote_tallying_detail_proposals,coinVote_tallying_detailProposals,Proposals,coinVote.tallying.detailProposals,Proposals,1.00,MIGRATED_P1,,
vote_tallying_detail_round,coinVote_tallying_detailRound,Round,coinVote.tallying.detailRound,Round,1.00,MIGRATED_P1,,
vote_tallying_status,coinVote_tallying_status,Tallying,coinVote.tallying.status,Tallying,1.00,MIGRATED_P1,,
vote_tallying_title,coinVote_tallying_titleInProgress,Votes Closed,coinVote.tallying.titleInProgress,Tallying in progress,1.00,MIGRATED_P1,,
vote_unverified_poll_message,coinVote_votingView_unverifiedPollMessage,This poll hasn\'t been verified. We can\'t confirm its legitimacy or how results will be used.,coinVote.votingView.unverifiedPollMessage,This poll hasn't been verified. We can't confirm its legitimacy or how results will be used.,1.00,MIGRATED_P1,,
vote_unverified_poll_title,coinVote_votingView_unverifiedPollTitle,Unverified Poll,coinVote.votingView.unverifiedPollTitle,Unverified Poll,1.00,MIGRATED_P2,,
vote_wallet_syncing_sheet_message,coinVote_walletSyncing_subtitle,Your wallet needs to sync to the snapshot block height before you can participate in voting.,coinVote.walletSyncing.subtitle,Your wallet needs to sync to the snapshot block height before you can participate in voting.,1.00,MIGRATED_P1,,
vote_wallet_syncing_sheet_title,coinVote_walletSyncing_title,Wallet Syncing,coinVote.walletSyncing.title,Wallet Syncing,1.00,MIGRATED_P1,,
common_empty_screen_subtitle,swapAndPay_emptyAssets_subtitle,We tried but couldn’t find anything.,swapAndPay.emptyAssets.subtitle,We tried but couldn’t find anything.,0.33,TODO,0.33:swapAndPay.emptyAssets.subtitle | 0.00:filter.weTried,
common_empty_screen_title,swapAndPay_emptyAssets_title,No results,swapAndPay.emptyAssets.title,No results,0.33,TODO,0.33:swapAndPay.emptyAssets.title | 0.00:filter.noResults,
qr_code_privacy_level_transparent | request_privacy_level_transparent,component_lowPrivacy,Not Private,component.lowPrivacy,Not Private,1.00,MIGRATED_P2,,
qr_code_privacy_level_shielded | request_privacy_level_shielded,component_maxPrivacy,Private,component.maxPrivacy,Private,1.00,MIGRATED_P2,,
confirm_resync_info,,Your wallet will be resynced from %1$s (%2$s blocks). Use the button below if you wish to change it.,,,,TODO,,
confirm_resync_subtitle,,"Resync the current wallet without resetting the app. This can be used to
        troubleshoot issues that would normally require restoring your wallet like fixing your Keystone
        balance.\n\nUnless you specify otherwise below, Zodl will resync from the date displayed.",,,,TODO,,
disconnect_hardware_wallet_info,connectedHWInfo,"If you disconnect now, your Keystone will no longer be paired with your Zodl wallet.",connectedHWInfo,,1.00,MIGRATED_P1,,
contact_address_error_not_unique,,This wallet address is already in your Address Book.,,,,TODO,,
contact_chain_address_error_not_unique,,An address with this chain already exists in your Address Book.,,,,TODO,,
crash_report_detail_item_subtitle_1,,"We use Firebase Crashlytics to collect crash reports. They include information about app version, time when the crash happened, and stack trace so it’s clear where in the app the crash happened.",,,,TODO,,
crash_report_detail_item_subtitle_2,,"Zodl does not and cannot access or collect information about individual users, their devices, transactions, or their in-app activity. The data is completely anonymized.",,,,TODO,,
crash_report_detail_item_title_1,,What is shared?,,,,TODO,,
crash_report_detail_item_title_2,,What is not shared?,,,,TODO,,
crash_report_detail_subtitle,,Crash reports are an essential developer tool used to improve the quality and reliability of apps. Their sole purpose is to fix bugs that cause crashes.,,,,TODO,,
crash_report_detail_title,,Help Improve Zodl,,,,TODO,,
crash_reporting_opt_in_info,,"Note: The crash reports include information about app version, time
        when the crash happened, and stack trace so it\’s clear where in the app the crash happened. The data
        collected is completely anonymized.",,,,TODO,,
crash_reporting_opt_in_negative_desc,,Don’t share crash reports with Zodl developers.,,,,TODO,,
crash_reporting_opt_in_positive_desc,,Share crash reports with Zodl developers.,,,,TODO,,
crash_reporting_opt_in_subtitle,,"Crash reports are an essential tool for developers to improve the
        quality and reliability of apps. They are very useful in practice to help with fixing bugs that cause
        crashes.",,,,TODO,,
crash_reporting_opt_in_title,,Help Improve Zodl,,,,TODO,,
pay_info_title,crosspay_help_payWith,CrossPay with,crosspay.help.payWith,CrossPay with,1.00,MIGRATED_P1,,
home_button_pay | send_confirmation_pay,crosspay_pay,Pay,crosspay.pay,Pay,1.00,MIGRATED_P2,,
exchange_rate_opt_in_enable,currencyConversion_enable,Enable,currencyConversion.enable,Enable,1.00,MIGRATED_P2,,
exchange_rate_info_subtitle_1,currencyConversion_ipDesc,Zodl\'s currency conversion feature doesn\'t compromise your IP address.,currencyConversion.ipDesc,Zodl's currency conversion feature doesn't compromise your IP address.,1.00,MIGRATED_P1,,
exchange_rate_info_title_1,currencyConversion_ipTitle,IP Address Protection,currencyConversion.ipTitle,IP Address Protection,1.00,MIGRATED_P1,,
exchange_rate_opt_in_description,currencyConversion_learnMoreDesc,"Display your balance and payment amounts in selected currency. For Swap and Pay, exchange rates will continue to be shown in USD. You can manage this feature in Advanced Settings.",currencyConversion.learnMoreDesc,"Display your balance and payment amounts in selected currency. For Swap and Pay, exchange rates will continue to be shown in USD. You can manage this feature in Advanced Settings.",1.00,MIGRATED_P1,,
exchange_rate_opt_out_option_title,currencyConversion_learnMoreOptionDisable,Disable,currencyConversion.learnMoreOptionDisable,Disable,1.00,MIGRATED_P2,,
exchange_rate_opt_out_option_subtitle,currencyConversion_learnMoreOptionDisableDesc,Don\’t show currency conversion.,currencyConversion.learnMoreOptionDisableDesc,Don't show currency conversion.,1.00,MIGRATED_P1,,
exchange_rate_opt_in_option_subtitle,currencyConversion_learnMoreOptionEnableDesc,Show currency conversion.,currencyConversion.learnMoreOptionEnableDesc,Show currency conversion.,1.00,MIGRATED_P1,,
exchange_rate_opt_in_note,currencyConversion_note,"Note for the super privacy-conscious: Because we pull the conversion rate
        from exchanges, an exchange might be able to see that the exchange rate was queried before a transaction occurred.",currencyConversion.note,"Note for the super privacy-conscious: Because we pull the conversion rate from exchanges, an exchange might be able to see that the exchange rate was queried before a transaction occurred.",1.00,MIGRATED_P1,,
exchange_rate_info_title_2,currencyConversion_refresh,Rate Refresh,currencyConversion.refresh,Rate Refresh,1.00,MIGRATED_P1,,
exchange_rate_info_subtitle_2,currencyConversion_refreshDesc,The rate is refreshed automatically and can also be refreshed manually.,currencyConversion.refreshDesc,The rate is refreshed automatically and can also be refreshed manually.,1.00,MIGRATED_P1,,
crash_reporting_opt_in_save | exchange_rate_opt_in_save,currencyConversion_saveBtn,Save changes,currencyConversion.saveBtn,Save changes,1.00,MIGRATED_P2,,
exchange_rate_currency_picker_title | exchange_rate_settings_select_currency,currencyConversion_selectCurrencyTitle,Select currency,currencyConversion.selectCurrencyTitle,Select currency,1.00,MIGRATED_P2,,
exchange_rate_opt_in_description_settings,currencyConversion_settingsDesc,"Display your balance and payment amounts in your selected currency. For Swap and Pay, exchange rates will continue to be shown in USD.",currencyConversion.settingsDesc,"Display your balance and payment amounts in your selected currency. For Swap and Pay, exchange rates will continue to be shown in USD.",1.00,MIGRATED_P1,,
exchange_rate_opt_in_skip,currencyConversion_skipBtn,Skip for now,currencyConversion.skipBtn,Skip for now,1.00,MIGRATED_P1,,
advanced_settings_currency_conversion | home_message_currency_conversion_title,currencyConversion_title,Currency Conversion,currencyConversion.title,Currency Conversion,1.00,MIGRATED_P2,,
exchange_rate_tor_disabled_footer,currencyConversion_torOffInfo,"If you would like to protect your IP address, enable Tor Protection in Advanced Settings.",currencyConversion.torOffInfo,"If you would like to protect your IP address, enable Tor Protection in Advanced Settings.",1.00,MIGRATED_P1,,
exchange_rate_tor_enabled_footer,currencyConversion_torOnInfo,Disabling Tor Protection will also disable the Currency Conversion feature until re-enabled.,currencyConversion.torOnInfo,Disabling Tor Protection will also disable the Currency Conversion feature until re-enabled.,1.00,MIGRATED_P1,,
disconnect_hardware_wallet_connected_status,currentlyConnected,Currently connected,currentlyConnected,,1.00,MIGRATED_P1,,
third_party_scan_button,deeplinkWarning_cta,Rescan in Zodl,deeplinkWarning.cta,Rescan in Zodl,1.00,MIGRATED_P1,,
third_party_scan_message,deeplinkWarning_desc,"For better safety and security, rescan the QR code with Zodl.",deeplinkWarning.desc,"For better safety and security, rescan the QR code with Zodl.",1.00,MIGRATED_P1,,
third_party_scan_title,deeplinkWarning_screenTitle,Hello!,deeplinkWarning.screenTitle,Hello!,1.00,MIGRATED_P1,,
third_party_scan_subtitle,deeplinkWarning_title,Looks like you used a third-party app to scan for payment.,deeplinkWarning.title,Looks like you used a third-party app to scan for payment.,1.00,MIGRATED_P1,,
disconnect_hardware_wallet_subtitle,deleteKeystoneDesc,Disconnecting your hardware wallet will permanently delete some local data that can\'t be recovered from the blockchain.,deleteKeystoneDesc,,1.00,MIGRATED_P1,,
disconnect_hardware_wallet_title,deleteKeystoneTitle,Disconnect Keystone,deleteKeystoneTitle,,1.00,MIGRATED_P1,,
delete_wallet_confirmation_button,deleteWallet_actionButtonTitle,Reset Zodl,deleteWallet.actionButtonTitle,Reset Zodl,1.00,MIGRATED_P2,,
delete_wallet_text_1,deleteWallet_message2,Make sure you have both your secret recovery phrase and wallet birthday height saved before you proceed.,deleteWallet.message2,Make sure you have both your secret recovery phrase and wallet birthday height saved before you proceed.,1.00,MIGRATED_P1,,
delete_wallet_text_3,deleteWallet_message4,"Once you Reset Zodl, the only way to access your funds is through a wallet restore process that requires your Zodl Recovery Phrase and Wallet Birthday Height.",deleteWallet.message4,"Once you Reset Zodl, the only way to access your funds is through a wallet restore process that requires your Zodl Recovery Phrase and Wallet Birthday Height.",1.00,MIGRATED_P1,,
delete_wallet_checkbox_title,deleteWallet_metadataWarn1,"Keep encrypted metadata backup - which includes contacts, notes, bookmarks, and swap/payment details.",deleteWallet.metadataWarn1,"Keep encrypted metadata backup - which includes contacts, notes, bookmarks, and swap/payment details.",1.00,MIGRATED_P1,,
delete_wallet_checkbox_warning_checked | delete_wallet_checkbox_warning_unchecked,deleteWallet_metadataWarn2,This data cannot be recovered during Restore.,deleteWallet.metadataWarn2,This data cannot be recovered during Restore.,1.00,MIGRATED_P2,,
delete_wallet_confirmation_subtitle,deleteWallet_sheet_msg,Resetting the app cannot be undone. You will need to restore your wallet using your secret recovery phrase.,deleteWallet.sheet.msg,Resetting the app cannot be undone. You will need to restore your wallet using your secret recovery phrase.,1.00,MIGRATED_P1,,
delete_contact_confirmation_title | delete_wallet_confirmation_title | disconnect_hardware_wallet_confirmation_title,deleteWallet_sheet_title,Are you sure?,deleteWallet.sheet.title,Are you sure?,1.00,MIGRATED_P2,,
delete_wallet_title,deleteWallet_title,Reset Zodl,deleteWallet.title,Reset Zodl,1.00,MIGRATED_P2,,
delete_wallet_failed,,"Wallet deletion failed. Try it again, please.",,,,TODO,,
delete_wallet_text_2,,"Resetting the Zodl app will delete the Zodl database and cache, and will disconnect all connected hardware wallets.",,,,TODO,,
swap_confirmation_dialog_message,depositFunds_alert_message,"If you\'ve sent or intend to send the funds, tap \'I\'ve sent the funds.\' Or cancel the swap to return to the previous screen.",depositFunds.alert.message,"If you've sent or intend to send the funds, tap 'I've sent the funds.' Or cancel the swap to return to the previous screen.",1.00,MIGRATED_P1,,
swap_confirmation_dialog_title,depositFunds_alert_title,Are you sure you want to exit?,depositFunds.alert.title,Are you sure you want to exit?,1.00,MIGRATED_P1,,
swap_deposit_info_step_2,depositFunds_bulletPoint1,Send the exact amount of the asset displayed. Sending less will result in a refund.,depositFunds.bulletPoint1,Send the exact amount of the asset displayed. Sending less will result in a refund.,1.00,MIGRATED_P1,,
swap_deposit_info_step_3,depositFunds_bulletPoint2,"Double-check that you are sending the correct asset on the correct network (e.g., USDC on Solana).",depositFunds.bulletPoint2,"Double-check that you are sending the correct asset on the correct network (e.g., USDC on Solana).",1.00,MIGRATED_P1,,
swap_deposit_info_step_4,depositFunds_bulletPoint3,It’s best to send from a wallet you own. Sending from an exchange may result in delays or refunds.,depositFunds.bulletPoint3,It’s best to send from a wallet you own. Sending from an exchange may result in delays or refunds.,1.00,MIGRATED_P1,,
swap_deposit_info_step_1,depositFunds_desc,Swap into ZEC with any NEAR-supported asset.,depositFunds.desc,Swap into ZEC with any NEAR-supported asset.,1.00,MIGRATED_P1,,
swap_deposit_info_title,depositFunds_title,Deposit Funds,depositFunds.title,Deposit Funds,1.00,MIGRATED_P1,,
transaction_detail_info_pending,deposits_info,Deposits may take several minutes to confirm.,deposits.info,Deposits may take several minutes to confirm.,1.00,MIGRATED_P1,,
disconnect_hardware_wallet_warning_item_1,disconnectHWWallet_bullet1,Failed or expired sends,disconnectHWWallet.bullet1,Failed or expired sends,1.00,MIGRATED_P1,,
disconnect_hardware_wallet_warning_item_2,disconnectHWWallet_bullet2,Mempool transactions that never confirmed,disconnectHWWallet.bullet2,Mempool transactions that never confirmed,1.00,MIGRATED_P1,,
disconnect_hardware_wallet_warning_item_3,disconnectHWWallet_bullet3,Transactions later reversed in a chain reorg,disconnectHWWallet.bullet3,Transactions later reversed in a chain reorg,1.00,MIGRATED_P1,,
authentication_failed_button_support | general_contact_support | transaction_detail_contact_support,disconnectHWWallet_contactSupport,Contact Support,disconnectHWWallet.contactSupport,Contact Support,1.00,MIGRATED_P2,,
advanced_settings_disconnect_hw_wallet,disconnectHWWallet_cta,Disconnect Hardware,disconnectHWWallet.cta,Disconnect Hardware,1.00,MIGRATED_P1,,
disconnect_hardware_wallet_error_title,disconnectHWWallet_failureTitle,Disconnect Failed,disconnectHWWallet.failureTitle,Disconnect Failed,1.00,MIGRATED_P1,,
disconnect_hardware_wallet_warning_title,disconnectHWWallet_mayInclude,This may include:,disconnectHWWallet.mayInclude,This may include:,1.00,MIGRATED_P1,,
disconnect_hardware_wallet_confirmation_message,disconnectHWWallet_sheetDesc,Disconnecting the hardware wallet cannot be undone.,disconnectHWWallet.sheetDesc,Disconnecting the hardware wallet cannot be undone.,1.00,MIGRATED_P1,,
disconnect_hardware_wallet_button | disconnect_hardware_wallet_confirmation_confirm | disconnect_hardware_wallet_header,disconnectHWWallet_title,DISCONNECT,disconnectHWWallet.title,Disconnect,1.00,MIGRATED_P2,,
general_try_again,disconnectHWWallet_tryAgain,Try again,disconnectHWWallet.tryAgain,Try again,1.00,MIGRATED_P2,,
disconnect_hardware_wallet_biometric_message,,Confirm to disconnect your hardware wallet,,,,TODO,,
disconnect_hardware_wallet_error_message,,Disconnecting the hardware wallet couldn\'t be finalized. Please try again or report an issue.,,,,TODO,,
disconnected_label,,[Disconnected…],,,,TODO,,
empty_char,,-,,,,TODO,,
authentication_error_button_support,errorPage_action_contactSupport,Contact Support,errorPage.action.contactSupport,Contact Support,1.00,MIGRATED_P2,,
error_general_message,,"Unknown cause. Please contact our support team if the problem persists
        .\n\n%s",,,,TODO,,
error_general_title,,An error occurred,,,,TODO,,
exchange_rate_info_subtitle_1_no_cmc,,Exchange rates are fetched over Tor to protect your IP address. Ensure Tor use is allowed in your region.,,,,TODO,,
exchange_rate_opt_in_title,,New Feature,,,,TODO,,
exchange_rate_tor_opt_in_description,,"Tor Protection is a beta feature that provides additional
        protections for your IP address. USD exchange rates are only available when it is enabled.\n\nIf Tor is permitted in your region, we recommend enabling it. You can manage it in Advanced Settings.",,,,TODO,,
export_data_export_data_chooser_title,,Share internal Zodl data with:,,,,TODO,,
export_data_text,,"By clicking “I Agree” below, you give your consent to export all of your wallets’ private data such as the
        entire history of your wallet(s), including any connected hardware wallets. All private information, memos,
        amounts, and recipient addresses, even for your shielded activity will be exported.*\n\nThe private data also
        gives the ability to see certain future actions you take with Zodl.\n\nSharing this private data is
        irrevocable - once you have shared this private data with someone, there is no way to revoke their
        access.\n\n*Note that this private data does not give them the ability to spend your funds, only the ability
        to see what you do with your funds.",,,,TODO,,
export_data_unable_to_share,,Unable to find an application to share with.,,,,TODO,,
fiat_currency_conversion_rate_unavailable,,Unavailable,,,,TODO,,
transaction_filters_btn_apply,filter_apply,Apply,filter.apply,Apply,1.00,MIGRATED_P1,,
transaction_filters_bookmarked,filter_bookmarked,Bookmarked,filter.bookmarked,Bookmarked,1.00,MIGRATED_P1,,
transaction_history_days_ago,filter_daysAgo,%s days ago,filter.daysAgo,%@ days ago,1.00,MIGRATED_P2,,
transaction_filters_memos,filter_memos,Memos,filter.memos,Memos,1.00,MIGRATED_P1,,
transaction_filters_notes,filter_notes,Notes,filter.notes,Notes,1.00,MIGRATED_P1,,
transaction_history_previous_30_days,filter_previous30days,Previous 30 days,filter.previous30days,Previous 30 days,1.00,MIGRATED_P1,,
transaction_history_previous_7_days,filter_previous7days,Previous 7 days,filter.previous7days,Previous 7 days,1.00,MIGRATED_P1,,
transaction_filters_received,filter_received,Received,filter.received,Received,1.00,MIGRATED_P2,,
transaction_filters_btn_reset,filter_reset,Reset,filter.reset,Reset,1.00,MIGRATED_P2,,
transaction_history_search,filter_search,Search,filter.search,Search,1.00,MIGRATED_P1,,
transaction_filters_sent,filter_sent,Sent,filter.sent,Sent,1.00,MIGRATED_P2,,
transaction_filters_title,filter_title,Filter,filter.title,Filter,1.00,MIGRATED_P1,,
transaction_history_today,filter_today,Today,filter.today,Today,1.00,MIGRATED_P1,,
transaction_history_yesterday,filter_yesterday,Yesterday,filter.yesterday,Yesterday,1.00,MIGRATED_P1,,
keystone_first_transaction_message,firstWalletTransactionSubtitleHWWallet,"Entering the block height at which your wallet was created ensures that correct number of blocks will be scanned. If you\’re not sure, choose an earlier date.",firstWalletTransactionSubtitleHWWallet,,1.00,MIGRATED_P1,,
restore_bd_date_message,firstWalletTransactionSubtitleRestore,"Decide how far Zodl should scan. Enter a date before your first received transaction. If you\’re not sure, choose an earlier date.",firstWalletTransactionSubtitleRestore,,1.00,MIGRATED_P1,,
resync_bd_date_message,firstWalletTransactionSubtitleResync,"Decide how far Zodl should resync. Enter a date before your first received transaction. If you\'re not sure, choose an earlier date.",firstWalletTransactionSubtitleResync,,1.00,MIGRATED_P1,,
gallery_content_description,,Gallery,,,,TODO,,
transaction_history_screen_title | transaction_history_widget_title,general_activity,Activity,general.activity,Activity,1.00,MIGRATED_P2,,
back_navigation | back_navigation_content_description,general_back,Back,general.back,Back,1.00,MIGRATED_P2,,
general_cancel,general_cancel,Cancel,general.cancel,Cancel,1.00,MIGRATED_P2,,
close_navigation_content_description | payment_request_close_content_description | qr_code_close_content_description | request_qr_close_btn | send_confirmation_failure_close_button | send_confirmation_failure_grpc_close_button | send_confirmation_success_btn_close,general_close,Close,general.close,Close,1.00,MIGRATED_P2,,
general_confirm,general_confirm,Confirm,general.confirm,Confirm,1.00,MIGRATED_P2,,
general_copied_to_clipboard,,Copied to clipboard,,,,TODO,,
request_amount_keyboard_delete | update_contact_secondary_btn,general_delete,Delete,general.delete,Delete,1.00,MIGRATED_P2,,
general_enter_address,,Enter address…,,,,TODO,,
general_enter_address_partial,,%s address…,,,,TODO,,
general_etc,,…,,,,TODO,,
general_hidden_seed_word,,Hidden recovery phrase word,,,,TODO,,
general_hide,general_hide,Hide,general.hide,Hide,1.00,MIGRATED_P2,,
hide_balance_placeholder,general_hideBalancesMost,-----,general.hideBalancesMost,-----,1.00,MIGRATED_P2,,
general_less,general_less,Less,general.less,Less,1.00,MIGRATED_P2,,
general_loading,general_loading,Loading,general.loading,Loading,1.00,MIGRATED_P2,,
general_masked_seed_word,,•••••,,,,TODO,,
general_more,general_more,More,general.more,More,1.00,MIGRATED_P2,,
request_amount_btn | restore_button | seed_recovery_next_button | wallet_backup_btn | wbh_next,general_next,Next,general.next,Next,1.00,MIGRATED_P2,,
general_ok,general_ok,OK,general.ok,Ok,1.00,MIGRATED_P2,,
general_remind_me_in,,Remind me in %s,,,,TODO,,
general_remind_me_in_two_days,,two days,,,,TODO,,
